sku,name,category,supplier,price,compare_at_price,image_url,source_url,featured,is_new,description
100109,Sustrato All-mix 90 L Biobizz,Sustratos,Hortitec,43.56,,,https://hortitec.es/sustrato-all-mix-90-l-biobizz,1,1,
701917,Fungicida descarga total 100 ml Trabe,Sanidad vegetal,Hortitec,12.09,,,https://hortitec.es/fungicida-descarga-total-100-ml-trabe,0,1,
421064,Lanza de riego extensible metal,Riego,Hortitec,16.94,,,https://hortitec.es/lanza-de-riego-extensible-metal,1,0,
612078,Bombilla sodio 600w Vanguard,Iluminación,Hortitec,25.45,,,https://hortitec.es/bombilla-sodio-600w-vanguard,1,0,
434032,Tijera hoja larga Bud Clean,Cosecha,Hortitec,28.02,,,https://hortitec.es/tijera-hoja-larga-bud-clean,1,0,
410887,Controlador Digital CO2,Control de clima,Hortitec,333.23,,,https://hortitec.es/controlador-digital-co,0,0,
613230,Balastro Magnetico 400 w Magneto,Outlet,Hortitec,59.77,,,https://hortitec.es/balastro-magnetico-400-w-magneto,0,0,
636183,Ventilador Siroco,Control de clima,Hortitec,118.58,,,https://hortitec.es/ventilador-siroco,0,0,
